Time,Data
6.399999256245792e-05,-15.0
9.960000170394778e-05,-16.0
0.00013249999028630555,13.0
0.00015750000602565706,36.0
0.0001787999935913831,4.0
0.0036902999854646623,59.0
0.003736699989531189,6.0
0.0037483999913092703,-28.0
0.0037567999970633537,-3.0
0.003764299995964393,7.0
0.0037717999948654324,-10.0
0.0037789999914821237,12.0
0.0037860999873373657,8.0
0.007833499985281378,-4.0
0.007924299978185445,-11.0
0.007933799992315471,19.0
0.007952399988425896,-18.0
0.007961099996464327,-2.0
0.007968799996888265,14.0
0.007979699992574751,-5.0
0.007986999989952892,4.0
0.011890699999639764,18.0
0.011936199996853247,3.0
0.01194470000336878,-8.0
0.01195200000074692,-22.0
0.01195960000040941,-15.0
0.011966099991695955,42.0
0.011973199987551197,-2.0
0.011979799979599193,-7.0
0.015945799998007715,11.0
0.015976499998942018,-14.0
0.015985100006219,-9.0
0.01599230000283569,7.0
0.016000499977963045,0.0
0.01600740000139922,-2.0
0.01601759999175556,1.0
0.016023799980757758,1.0
0.020223300001816824,-5.0
0.020356599998194724,-6.0
0.0203691000060644,-9.0
0.02037640000344254,10.0
0.02038820000598207,7.0
0.020409099990502,-1.0
0.020417699997778982,3.0
0.020424299989826977,4.0
0.02421819997834973,-2.0
0.024251599999843165,-8.0
0.024257999990368262,1.0
0.024263800005428493,-6.0
0.024269699992146343,7.0
0.02428789998521097,8.0
0.02429380000103265,13.0
0.02429959998698905,-17.0
0.028307799977483228,10.0
0.028345700004138052,-14.0
0.028352599998470396,-1.0
0.028361399978166446,11.0
0.028367399994749576,12.0
0.028373199980705976,-1.0
0.028378899995004758,-15.0
0.02838459998019971,8.0
0.028390199993737042,-4.0
0.03251329998602159,1.0
0.03254759998526424,13.0
0.032556199992541224,17.0
0.032565200002864,7.0
0.03257149999262765,-1.0
0.03257769998162985,20.0
0.032584000000497326,12.0
0.03259079999406822,7.0
0.036475000000791624,-5.0
0.036618499987525865,-2.0
0.03662800000165589,-8.0
0.03663459999370389,-2.0
0.03664139998727478,2.0
0.03665319998981431,0.0
0.03665949997957796,-8.0
0.03667659999337047,14.0
0.040767200000118464,3.0
0.04082709999056533,-6.0
0.04083589999936521,-5.0
0.040842399990651757,-6.0
0.04084879998117685,2.0
0.04085520000080578,-9.0
0.04086139998980798,5.0
0.040867599978810176,9.0
0.04471649997867644,2.0
0.04475010000169277,1.0
0.04475820000516251,3.0
0.04476550000254065,12.0
0.04477219999535009,3.0
0.04477889998815954,3.0
0.04478559998096898,-5.0
0.04479479999281466,11.0
0.048742599989054725,10.0
0.04877579997992143,12.0
0.048783899983391166,7.0
0.04879070000606589,-3.0
0.04879659999278374,7.0
0.04880269998102449,3.0
0.04880899999989197,4.0
0.04881489998660982,6.0
0.05284249997930601,-7.0
0.05286219998379238,7.0
0.05286929997964762,5.0
0.05287549999775365,16.0
0.05288169998675585,-2.0
0.052898299996741116,9.0
0.052904499985743314,-6.0
0.05291279999073595,-2.0
0.05698379999375902,14.0
0.056996500003151596,-6.0
0.05700279999291524,-9.0
0.057017099985387176,21.0
0.057023300003493205,-9.0
0.057029199990211055,-2.0
0.057034900004509836,8.0
0.05704069999046624,-5.0
0.06101229999330826,20.0
0.06102389999432489,-1.0
0.06103049998637289,6.0
0.061036700004478917,-3.0
0.06104219998815097,9.0
0.0610478000016883,2.0
0.061053399986121804,5.0
0.06105989997740835,-1.0
0.06510119998711161,-1.0
0.06511609998415224,4.0
0.06512369998381473,-3.0
0.06514269998297095,9.0
0.06514940000488423,-3.0
0.06515599999693222,3.0
0.06516259998898022,2.0
0.06516909998026676,0.0
0.06915909997769631,7.0
0.06917119998252019,10.0
0.06917729999986477,8.0
0.06918289998429827,11.0
0.06918880000011995,-15.0
0.06920359999639913,9.0
0.06920979998540133,20.0
0.06921549999970011,8.0
0.0732570999825839,-3.0
0.07327449999866076,5.0
0.0732824000006076,-7.0
0.07328849998884834,8.0
0.07329430000390857,10.0
0.07329989998834208,4.0
0.07330570000340231,8.0
0.0733133000030648,7.0
0.07735769997816533,1.0
0.07737189999897964,0.0
0.07737839999026619,-9.0
0.07738420000532642,-3.0
0.07740009998087771,3.0
0.07740629999898374,5.0
0.07741199998417869,-11.0
0.07741769999847747,0.0
0.08148319998872466,8.0
0.0814972999796737,0.0
0.08150359999854118,-7.0
0.08150959998602048,4.0
0.08152350000455044,-15.0
0.08152979999431409,-3.0
0.08153559998027049,-5.0
0.08154119999380782,-2.0
0.08154699997976422,-13.0
0.08561650000046939,8.0
0.08562870000605471,-3.0
0.08563469999353401,1.0
0.08564039997872896,14.0
0.08565399999497458,-12.0
0.08565989998169243,5.0
0.08566680000512861,2.0
0.08567229998880066,0.0
0.08971689999452792,9.0
0.08973409997997805,3.0
0.08974090000265278,4.0
0.08975559999817051,3.0
0.0897623999917414,4.0
0.0897683999792207,-12.0
0.08977429999504238,7.0
0.08978009998099878,-3.0
0.09379749998333864,6.0
0.09381789999315515,-2.0
0.09382469998672605,-3.0
0.09383060000254773,-3.0
0.09383649998926558,4.0
0.09384210000280291,7.0
0.09384749998571351,-10.0
0.0938532000000123,10.0
0.09804260000237264,-4.0
0.09805689999484457,-8.0
0.09806319998460822,-6.0
0.09806899999966845,2.0
0.0980744999833405,2.0
0.09808019999763928,4.0
0.09808579998207279,-13.0
0.09809149999637157,3.0
0.10202059999573976,-3.0
0.102030999987619,6.0
0.10203869998804294,-5.0
0.10204460000386462,11.0
0.10205909999785945,0.0
0.1020649999845773,1.0
0.10207100000116043,15.0
0.10207689998787828,7.0
0.10614299998269416,3.0
0.10617009998532012,-15.0
0.10617779998574406,-1.0
0.10618430000613444,13.0
0.10619059999589808,0.0
0.10619669998413883,-9.0
0.10620259999996051,7.0
0.10620819998439401,-2.0
0.11014959999010898,4.0
0.1101663000008557,-7.0
0.11017369999899529,-6.0
0.11017989998799749,15.0
0.11018580000381917,1.0
0.11019139998825267,9.0
0.11019700000179,7.0
0.1102025999862235,9.0
0.1144198999973014,-9.0
0.11443719998351298,0.0
0.1144540999957826,-17.0
0.1144606999878306,5.0
0.11446660000365227,-3.0
0.11447259999113157,2.0
0.11447899998165667,20.0
0.1144847999967169,16.0
0.11889159999554977,-1.0
0.11892660000012256,5.0
0.11893629998667166,-13.0
0.1189427999779582,21.0
0.11894879999454133,-10.0
0.11895469998125918,-1.0
0.11896039999555796,22.0
0.11896609998075292,-10.0
0.1224274999985937,10.0
0.12244419998023659,1.0
0.12245830000028946,3.0
0.1224657999991905,-14.0
0.122471399983624,6.0
0.12247699999716133,-2.0
0.12248289998387918,11.0
0.12248879999970086,-5.0
0.12683329998981208,9.0
0.1268502000020817,6.0
0.12685709999641404,5.0
0.12686309998389333,-13.0
0.12686889999895357,8.0
0.1268753999902401,2.0
0.12688120000530034,-2.0
0.12688699999125674,1.0
0.1310352000000421,-2.0
0.13105169998016208,-14.0
0.1310583000013139,10.0
0.13106419998803176,-1.0
0.1310763999936171,-6.0
0.13108249998185784,5.0
0.13108809999539517,6.0
0.13109379998059012,-9.0
0.1310994999948889,-9.0
0.13479859998915344,1.0
0.13481590000446886,-13.0
0.1348328999883961,4.0
0.13483919997815974,-1.0
0.13484509999398142,-14.0
0.13485239999135956,4.0
0.134861099999398,-1.0
0.13486779999220744,-1.0
0.13899839998339303,-6.0
0.1390184999909252,1.0
0.1390250999829732,-5.0
0.13903120000031777,9.0
0.13903689998551272,14.0
0.1390432000043802,-2.0
0.1390487999888137,1.0
0.13905480000539683,3.0
0.14308720000553876,4.0
0.14310449999175034,1.0
0.1431213000032585,4.0
0.1431274999922607,-1.0
0.14313339997897856,-4.0
0.14313929999480024,14.0
0.1431449999799952,-3.0
0.14315089999581687,-7.0
0.14715289999730885,-7.0
0.14718010000069626,17.0
0.1471880000026431,-4.0
0.1471941999916453,7.0
0.1471999999776017,6.0
0.14720569999190047,-9.0
0.14721149997785687,0.0
0.14721719999215566,-7.0
0.15132629999425262,-14.0
0.1513429000042379,-6.0
0.15134959999704733,-3.0
0.15135579998604953,0.0
0.15136150000034831,-2.0
0.15136719998554327,9.0
0.15137310000136495,0.0
0.15137869998579845,8.0
0.15534430000116117,46.0
0.15536139998584986,-4.0
0.15536839998094365,12.0
0.15538469998864457,-10.0
0.1553907000052277,-1.0
0.15539849997730926,18.0
0.1554040999908466,-10.0
0.15541199999279343,8.0
0.15950929999235086,23.0
0.15952610000385903,-5.0
0.15953279999666847,-5.0
0.15953869998338632,7.0
0.1595441999961622,-10.0
0.1595497999805957,-3.0
0.1595554999948945,7.0
0.15956099997856654,0.0
0.16354680000222288,12.0
0.16356409998843446,-3.0
0.16358089999994263,3.0
0.16358719998970628,3.0
0.1635930000047665,11.0
0.1635987999907229,-4.0
0.1636045000050217,-8.0
0.1636108999955468,1.0
0.16753459998290055,-3.0
0.16755359998205677,4.0
0.16756050000549294,-11.0
0.1675665999937337,-13.0
0.16757269998197444,5.0
0.16757829999551177,-5.0
0.16758609999669716,-3.0
0.16759229998569936,10.0
0.17193839998799376,8.0
0.1719561999780126,-2.0
0.17196320000221021,6.0
0.17196899998816662,1.0
0.1719749000039883,6.0
0.1719806999899447,-4.0
0.17198640000424348,5.0
0.17199219999019988,0.0
0.1759748999902513,-3.0
0.1759971999854315,3.0
0.17600409997976385,-6.0
0.17601009999634698,-9.0
0.17601579998154193,1.0
0.1760214999958407,9.0
0.17602719998103566,7.0
0.17603269999381155,9.0
0.18008190000546165,22.0
0.18010450000292622,2.0
0.18011149999802,7.0
0.1801174999854993,8.0
0.1801231999997981,15.0
0.18012889998499304,-2.0
0.18013459999929182,7.0
0.18013999998220243,-5.0
0.18406229998799972,8.0
0.184078899997985,-1.0
0.18408569999155588,8.0
0.18409169997903518,-9.0
0.18409729999257252,1.0
0.18410309997852892,7.0
0.1841087999928277,-10.0
0.1841145999787841,11.0
0.18811879999702796,-7.0
0.18815059997723438,1.0
0.18815790000371635,-1.0
0.18816389999119565,16.0
0.18816970000625588,-8.0
0.18817559999297373,11.0
0.18818119997740723,-11.0
0.18818679999094456,3.0
0.1881926000060048,5.0
0.19220329998643138,8.0
0.19223719998262823,-1.0
0.19229710000217892,-10.0
0.19230409999727271,-8.0
0.1923102999862749,-9.0
0.1923162000020966,11.0
0.19232249999186024,21.0
0.19232849997933954,-20.0
0.19635109999217093,-18.0
0.19636829997762106,5.0
0.19638529999065213,-18.0
0.19639179998193868,21.0
0.1963977999985218,19.0
0.1964035999844782,-10.0
0.19640970000182278,-3.0
0.19641559998854063,-3.0
0.20034099998883903,10.0
0.20035749999806285,-4.0
0.2003643999923952,-4.0
0.20037049998063594,5.0
0.20037649999721907,1.0
0.20038239998393692,-5.0
0.20038840000052005,5.0
0.20040639999206178,-7.0
0.20450910000363365,-3.0
0.20452619998832233,9.0
0.2045434000028763,-3.0
0.20454989999416284,16.0
0.20455569998011924,2.0
0.20456319997902028,-2.0
0.20456889999331906,0.0
0.20457469997927547,4.0
0.2088664000038989,17.0
0.2089090999797918,-3.0
0.20891669997945428,8.0
0.20892279999679886,-12.0
0.2089284999819938,-5.0
0.20893429999705404,-1.0
0.2089397999807261,1.0
0.20894549999502487,2.0
0.21268589998362586,7.0
0.21272979999775998,12.0
0.21273699999437667,-10.0
0.21274269997957163,-16.0
0.21274849999463186,-3.0
0.21275409997906536,-5.0
0.21275979999336414,-7.0
0.2127654999785591,10.0
0.21678079999401234,14.0
0.21682609998970293,-4.0
0.21683339998708107,-11.0
0.21683930000290275,7.0
0.2168453999911435,2.0
0.21685110000544228,13.0
0.21685689999139868,1.0
0.21686359998420812,-2.0
0.22087900000042282,7.0
0.2209246999991592,8.0
0.22093219999806024,0.0
0.22093889999086969,11.0
0.22094489997834899,3.0
0.22095059999264777,8.0
0.22095639997860417,-12.0
0.2209621999936644,4.0
0.22507970000151545,6.0
0.22512749998713844,13.0
0.22513479998451658,4.0
0.2251408000010997,-1.0
0.225146799988579,3.0
0.22515260000363924,-12.0
0.22515839998959564,-2.0
0.22533950000070035,-5.0
0.2291372999898158,4.0
0.22917449998203665,5.0
0.2291815999778919,-16.0
0.22918809999828227,-8.0
0.22919399998500012,4.0
0.22919980000006035,-9.0
0.22920559998601675,4.0
0.22921150000183843,1.0
0.23303109998232685,-2.0
0.23304669998469763,-9.0
0.23305290000280365,12.0
0.23306769999908283,7.0
0.23307409998960793,-10.0
0.23308039997937158,1.0
0.23308919998817146,-1.0
0.2330948000017088,-3.0
0.23717509998823516,1.0
0.2371860999846831,-10.0
